referenznummer,titel,hauptberuf,firma,vollzeit,verguetungsangabe,festgehalt,gehaltsspanne_von,gehaltsspanne_bis,plz,ort,strasse,veroeffentlicht_am,eintritt_von,entfernung_km,quereinstieg_geeignet
12016-10004893609-S,"Busfahrer / Ausflugsverkehr - 28,48 Euro (m/w/d)",Busfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,28.48,,,10587,Berlin,,2026-07-17,2026-07-18,7,False
12016-10004825080-S,Botenfahrer (m/w/d) - Gerüstbau - Vollzeit,Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-09,2026-07-09,7,False
12016-10004825019-S,Auslieferungsfahrer m/w/d -Wochenendzuschläge,Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,18.57,,,10587,Berlin,,2026-07-09,2026-07-10,7,False
12016-10004923628-S,Lieferant - Einzelhandel - Reinickendorf (m/w/d),Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,13409,Berlin,,2026-07-22,2026-07-26,7,False
12016-10004816101-S,Führerscheinklasse B - Möbeltransport (m/w/d),Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-08,2026-07-09,7,False
12016-10004816084-S,Metzgerei /  Roh- und Kochschinken (m/w/d),Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-08,2026-07-12,7,False
12016-10004923631-S,Lieferfahrer - Post / Dokumente (m/w/d),Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-22,2026-07-23,7,False
12016-10004923626-S,Auslieferungsfahrer  - Werkstattbelieferung (m/w/d),Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-22,2026-07-22,7,False
12016-10004816081-S,"Auslieferung von Küchengeräten - 17,98 Euro (m/w/d)",Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,17.98,,,10587,Berlin,,2026-07-08,2026-07-12,7,False
19192-260526-29248232-S,Servicetechniker (m/w/d) für Industrietore - Berlin Falkensee - 30 Tage Urlaub,Berufskraftfahrer/in,EFAFLEX Tor- und Sicherheitssysteme GmbH & Co. KG,True,JAHRESGEHALT,,40000.0,45000.0,14612,Falkensee,Fliederstraße 14,2026-07-21,2026-07-21,24,False
12016-10004816089-S,"Pflanzenfahrer - Lieferfahrer - 17,71 Euro (m/w/d)",Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,17.71,,,10967,Berlin,,2026-07-08,2026-07-10,2,False
12016-10004806274-S,Mietwagen- und Limousinenservice - Personenbeförderug m/w/d,Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-07,2026-07-11,7,False
12016-10004806049-S,Pflanzen - Berlin - Blumengeschäft (m/w/d),Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-07,2026-07-10,7,False
12016-10004806043-S,Lieferfahrer - Hafermilch - Bio-Markt (m/w/d),Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-07,2026-07-11,7,False
12016-10004848494-S,"Busfahrer für Stadtrundfahrten /City- Circle - 17,35 € (m/w/d)",Busfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,16.0,,,10789,Berlin,,2026-07-13,2026-07-16,6,False
12016-10004883464-S,Beförderungsfahrten - Flughafen BER - D / DE (m/w/d),Busfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-16,2026-07-17,7,False
12016-10004883460-S,Busfahrer/in - Fernreisefahrten (Busfahrer/in) m/w/d,Busfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-16,2026-07-18,7,False
12016-10004883408-S,Dienstwagenfahrer Behindertentransporte ohne Schicht m/w/d,Dienstwagenfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-16,2026-07-17,7,False
10000-1202503938-S,Bauunternehmen sucht Kraftfahrer für regionale Einsätze im Berliner Umland m|w|d,Berufskraftfahrer/in,M.R. Bauservice Berlin Brandenburg GmbH,True,KEINE_ANGABEN,,,,16356,Ahrensfelde bei Berlin,Bergstr.,2025-05-14,2026-07-08,12,True
12016-10004797310-S,Bäckerei / Lieferfahrten - Lebensmittelbeförderung (m/w/d),Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-06,2026-07-06,7,False
14340-471772208-S,Werde Paketzusteller in der mechZB Großbeeren /Land Brandenburg (m/w/d),"Helfer/in - Kurier-, Zustell- und Postdienstleistungen",Deutsche Post AG Zentrale,True,KEINE_ANGABEN,,,,14979,Großbeeren,Osdorfer-Ring 20,2026-07-20,2026-07-21,17,False
12016-10004797319-S,Lieferfahrer von Einrichtungsgegenständen (m/w/d),Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10967,Berlin,,2026-07-06,2026-07-07,2,False
10001-1002689132-S,Kraftfahrer/-in (m/w/d) Güterkraftverkehr bei Nickel & Goeldner Spedition GmbH ab Mühlenbecker Land,Berufskraftfahrer/in,Nickel & Goeldner Spedition GmbH,True,KEINE_ANGABEN,,,,16567,Mühlenbeck bei Oranienburg,,2026-03-02,2026-06-15,18,
12016-10004783721-S,Botenfahrer - Catering - Berlin (m/w/d),Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-03,2026-07-07,7,False
12016-10004825004-S,Entsorgung / Recycling m/w/d - Führerscheinklasse B,Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10245,Berlin,,2026-07-09,2026-07-13,3,False
12016-10004783680-S,"Umzugsfahrer / Auslieferungsfahrer - 18,12 Euro (m/w/d)",Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,18.12,,,10587,Berlin,,2026-07-03,2026-07-07,7,False
12016-10004766039-S,Lebensmittellieferant in Berlin gesucht! - Teilzeit (m/w/d),Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-01,2026-07-02,7,False
12016-10004766036-S,"Bestattungsfahrer gesucht - 19,85 Euro die Stunde! (m/w/d)",Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,19.85,,,10587,Berlin,,2026-07-01,2026-07-02,7,False
12016-10004893608-S,"Busfahrer (m/w/d) für die Strecke Berlin - 16,22 €/h",Busfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,14.0,,,10789,Berlin,,2026-07-17,2026-07-18,6,False
12016-10004773894-S,Taxtilfabrik / Lieferfahrer (m/w/d),Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-02,2026-07-04,7,False
12016-10004773881-S,Paketbote mit Dienstfahrzeug! Berlin (m/w/d),Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,14.0,,,10587,Berlin,,2026-07-02,2026-07-03,7,False
10000-1205490947-S,P-Scheinfahrer/in für Krankentransport (m/w/d),Fahrer/in - Personenbeförderung,K.B. Krankentransport Bernau GmbH,True,KEINE_ANGABEN,,,,16321,Bernau bei Berlin,Schönefelder Weg,2026-02-13,2026-07-10,22,False
12016-10004773874-S,Auslieferungsfahrer/innen - **Berliner Krankenhaus**,Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10967,Berlin,,2026-07-02,2026-07-03,2,False
12016-10004765972-S,Großunternehmen - Führerscheinklasse B - Öle (m/w/d),Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-01,2026-07-05,7,False
12016-10004858889-S,Lieferfahrer - Skianzüge - Nahverkehr (m/w/d),Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,12059,Berlin,,2026-07-14,2026-07-18,4,False
12016-10004859138-S,Busfahrer - Schülerbus- 2-Schicht (m/w/d),Busfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-14,2026-07-14,7,False
12016-10004773870-S,Auslieferungsfahrer - Konditorei m/w/d,Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-02,2026-07-06,7,False
14340-471773090-S,Paketzusteller in Kleinmachnow (m/w/d),"Helfer/in - Kurier-, Zustell- und Postdienstleistungen",Deutsche Post AG Zentrale,True,KEINE_ANGABEN,,,,14532,Kleinmachnow,Herrmann-von-Helmholtz-Str. 3,2026-07-20,2026-07-21,19,False
12016-10004757100-S,Fahrzeugüberführung - International (m/w/d),Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-06-30,2026-07-02,7,False
12016-10004757097-S,Auslieferungsfahrer m/w/d bis Steglitz - Zehlendorf,Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,16.82,,,10587,Berlin,,2026-06-30,2026-06-30,7,False
20309-8203-1781009-0-S,Kranführer / Kranfahrer für Deckenkran (m/w/d),Kranführer/in,BLG Industrielogistik GmbH & Co. KG,True,KEINE_ANGABEN,,,,10553,Berlin,Huttenstraße 12,2026-06-25,2026-07-20,7,False
12016-10004749528-S,"LKW-Fahrer/in - Containerdienst - Sand &amp; Kies - 19,69 €/h",Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,17.0,,,10587,Berlin,,2026-06-29,2026-07-03,7,False
12016-10004738591-S,Fahrzeugüberführer / Kundenfahrzeuge (m/w/d),Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-06-26,2026-06-29,7,False
12016-10004848467-S,Mietwagenservice - Personenbeförderungsschein m/w/d,Dienstwagenfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-13,2026-07-15,7,False
10001-1000792706-S,Wir qualifizieren und übernehmen dich als Rettungssanitäter (m/w/d),Rettungssanitäter/in,Rettungsdienst im LOS GmbH Rettungsdienst im LOS GmbH Rettungsdienst im LOS GmbH,True,KEINE_ANGABEN,,,,15537,Erkner,Am Kurpark,2024-10-24,2026-07-02,25,True
12016-10004738789-S,Kraftfahrzeugführer m/w/d Baustellenzäune,Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,15.07,,,13409,Berlin,,2026-06-26,2026-06-30,7,False
10000-1204320010-S,Bedien- und Servicepersonal für Arbeitsbühnen (m/w/d),Berufskraftfahrer/in,B+T Sky-Lift Zeilinga GmbH,True,KEINE_ANGABEN,,,,12435,Berlin,Am Treptower Park,2025-10-31,2026-07-21,3,
10000-1204117470-S,,Berufskraftfahrer/in,Berl. Stadtreinigungsbetriebe (BSR) GE Personal u. Gesundheit BSR,True,AUSBILDUNGSVERGUETUNG_NACH_JAHREN,,,,12103,Berlin,Ringbahnstr.,2025-10-14,2026-09-01,6,
10001-1001442803-S,Tankwagenfahrer (m/w/d) Berlin | Brandenburg,Berufskraftfahrer/in,RÖFA - Die Logistiker GmbH,True,KEINE_ANGABEN,,,,12681,Berlin,Rhinstr.,2025-05-21,2026-07-22,7,True
11852-952456864-S,Transportfahrer (m/w/d) Berlin,Berufskraftfahrer/in,TimePartner Personalmanagement GmbH,,STUNDENLOHN,,15.69,15.69,10709,Berlin,,2026-06-18,2026-06-30,8,False
12016-10004834512-S,Dienstwagenfahrer (m/w/d),Dienstwagenfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-10,2026-07-12,7,False
12016-10004834237-S,Paketzustellung - mit Schicht m/w/d,Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-10,2026-07-11,7,False
10000-1202030203-S,Servicefahrer für Baustellen gesucht!,Servicefahrer/in,DMT Dienstleistungs GmbH,False,KEINE_ANGABEN,,,,12357,Berlin,Goldlackweg,2025-03-26,2026-07-16,10,False
12016-10004834280-S,Bestattungsgewerbe - Leichenbeförderung - FS B (m/w/d),Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,12053,Berlin,,2026-07-10,2026-07-13,4,False
12016-10004766028-S,Backshop - Backwaren - Berlin-Tempelhof / Teilzeit (m/w/d),Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10435,Berlin,,2026-07-01,2026-07-04,3,False
10001-1002814938-S,Rangierer (m/w/d),Berufskraftfahrer/in,Office People GmbH Niederlassung Ludwigsfelde Personaldienstleistungen,True,KEINE_ANGABEN,,,,13053,Berlin,,2026-03-24,2026-08-03,7,
12016-10004773838-S,Lieferfahrer/in für Fleischerzeugnisse,Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10963,Berlin,,2026-07-02,2026-07-03,3,False
10000-1185774129-S,Berufskraftfahrer (m/w) in Werneuchen gesucht! Sehr gute Bezahlung! Tagestouren!,Berufskraftfahrer/in,Leuendorff Gebäudetechnik Energie- und Mineralölhandel GmbH,True,KEINE_ANGABEN,,,,16356,Werneuchen,Kastanienstr.,2024-03-19,2026-07-21,20,True
17657-34785_111553-1-S,Rangierfahrer (m/w/d),Berufskraftfahrer/in,DSV Solutions Overhead GmbH,True,KEINE_ANGABEN,,,,13627,Berlin,Schwanenfeldstraße,2026-05-22,2026-07-13,8,False
12016-10004806045-S,"Führerscheinklasse B - 16,77 Euro + Trinkgeld (m/w/d)",Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,16.77,,,10409,Berlin,,2026-07-07,2026-07-08,4,False
12016-10004859147-S,Shuttle - Busfahrer (m/w/d) Behindertenfahrten,Busfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,15.0,,,10587,Berlin,,2026-07-14,2026-07-16,7,False
12016-10004784028-S,Busfahrer - Stadtrundfahrten - Berlin - Mitte m/w/d,Busfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-03,2026-07-06,7,False
12016-10004883441-S,Limousinenservice - Limousinenfahrten (m/w/d),Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10825,Berlin,,2026-07-16,2026-07-18,6,False
12811-2291193-S,"Fernverkehrsfahrer (m/w/d) für Flughafenbelieferung,Hamburg,Berlin,Bremen,Drestedt,Merseburg",Berufskraftfahrer/in,Fuhrbetrieb - Johs. Martens (GmbH & CO. KG),True,KEINE_ANGABEN,,,,13597,Berlin,Freiheit 14a,2026-07-06,2026-07-21,14,False
10000-1206447500-S,Auslieferungsfahrer (m/w/d) Führerschein ab C1,Berufskraftfahrer/in,Templex Personal & Service GmbH,True,KEINE_ANGABEN,,,,,Berlin,,2026-05-07,2026-07-10,3,
12016-10004749505-S,Fahrzeugsüberführer (m/w/d) - Führerscheinklasse C1 / C1E,Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,13409,Berlin,,2026-06-29,2026-06-30,7,False
12016-10004749497-S,Führerscheinklasse D / DE - Stadtrundfahrten (m/w/d),Busfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,14.0,,,10587,Berlin,,2026-06-29,2026-06-29,7,False
12016-10004848242-S,Auslieferer Apotheken/ Labore - befristet m/w/d,Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10829,Berlin,,2026-07-13,2026-07-13,6,False
12016-10004893558-S,Umzüge / Möbelstücke - Lieferfahrer (m/w/d),Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-17,2026-07-21,7,False
12016-10004893548-S,Auslieferungsfahrer (nicht Verkaufsfahrer /in) (m/w/d),Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-17,2026-07-21,7,False
12016-10004893547-S,Lieferfahrer Gastronomiebetrieben (m/w/d),Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-17,2026-07-18,7,False
14340-469062773-S,Paketzusteller (m/w/d) in Ahrensfelde,"Helfer/in - Kurier-, Zustell- und Postdienstleistungen",Deutsche Post AG Zentrale,True,KEINE_ANGABEN,,,,16356,Ahrensfelde bei Berlin,Rudolf-Diesel-Straße 1,2026-07-06,2026-07-07,13,False
12016-10004765974-S,Paketzusteller bzw. -zustellerinnen für Berlin gesucht!,Botenfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10963,Berlin,,2026-07-01,2026-07-05,3,False
12016-10004816099-S,Textilien (m/w/d),Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,12051,Berlin,,2026-07-08,2026-07-09,5,False
12016-10004883216-S,Möbellieferant - Volzeitanstellung - Firmenfahrzeug (m/w/d),Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-16,2026-07-16,7,False
12016-10004883214-S,"Auslieferungsfahrer -  Liliengewächse - 18,24 Euro (m/w/d)",Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,18.24,,,10587,Berlin,,2026-07-16,2026-07-18,7,False
10001-1002373353-S,Busfahrer im Schienenersatzverkehr (m/w/d),Busfahrer/in,move Verkehrsgesellschaft Marcel Wölk,True,STUNDENLOHN,18.0,,,,Berlin,,2026-01-07,2026-07-20,3,True
10000-1205720454-S,Busfahrer (m/w/d) - Vollzeit oder Teilzeit,Busfahrer/in,Bus-Verkehr Berlin KG OBV GmbH & Co,True,KEINE_ANGABEN,,,,12057,Berlin,Grenzallee,2026-03-04,2026-07-08,5,False
10001-1002365935-S,"Busfahrer im Reisedienst, Schienenersatzverkehr, Schülertransport, Werksverkehr (m/w/d)",Fachkraft - Fahrbetrieb,move Verkehrsgesellschaft Marcel Wölk,True,STUNDENLOHN,18.0,,,,Berlin,,2026-01-06,2026-07-20,3,True
17751-44309592-713-S,Saisonkraft im Winterdienst (m/w/d) - AM Erkner,Berufskraftfahrer/in,Die Autobahn GmbH des Bundes Niederlassung Nordost Stolpe,True,JAHRESGEHALT,,42926.0,51600.0,15537,Erkner,,2026-07-13,2026-07-14,25,
10001-1002624883-S,Disponent für den nationalen Fernverkehr (m/w/d),Disponent/in - Güterverkehr,RÖFA - Die Logistiker GmbH,True,KEINE_ANGABEN,,,,12681,Berlin,Rhinstr.,2026-02-18,2026-08-03,7,True
10001-1003132418-S,Auslieferungsfahrer/in (w/m/d),Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),SANITÄTSHAUS MÜLLER BETTEN GmbH & Co. KG,True,KEINE_ANGABEN,,,,13629,Berlin,Wohlrabedamm,2026-05-27,2026-06-26,11,True
14751-62A122119-S,Lkw-Rangierer (m/w/d),Berufskraftfahrer/in,iperdi HL GmbH - Niederlassung Potsdam,True,STUNDENLOHN,,17.0,18.0,14979,Großbeeren,,2026-06-30,2026-07-01,18,False
10001-1002815037-S,Rangierer (m/w/d),Berufskraftfahrer/in,Office People GmbH Niederlassung Ludwigsfelde Personaldienstleistungen,True,KEINE_ANGABEN,,,,13053,Berlin,,2026-03-24,2026-07-01,7,
10001-1003230689-S,LKW-Fahrer/in (m/w/d) mit C/CE im Nahverkehr in 16356 Ahrensfelde ID111,Berufskraftfahrer/in,AMBAU Personalservice GmbH,True,STUNDENLOHN,16.5,,,16356,Ahrensfelde bei Berlin,Seestr.,2026-06-16,2026-06-17,15,
12016-10004738849-S,Auslieferungsfahrer - Entsorgung - Berlin / Umland (m/w/d),Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,14.0,,,10781,Berlin,,2026-06-26,2026-06-27,5,False
10000-1206855058-S,,Berufskraftfahrer/in,Komm Logistik GmbH,True,AUSBILDUNGSVERGUETUNG_NACH_JAHREN,,,,14979,Großbeeren,Osdorfer Ring,2026-06-16,2027-08-01,17,
14340-469702390-S,Postbote für Pakete und Briefe in Bernau (m/w/d),Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),Deutsche Post AG Zentrale,True,KEINE_ANGABEN,,,,16321,Bernau bei Berlin,,2026-07-08,2026-07-15,22,False
12016-10004816080-S,"Event- und Baubranche - Auslieferungsfahrer - 15,64 € m/w/d",Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,15.64,,,10587,Berlin,,2026-07-08,2026-07-11,7,False
12016-10004816079-S,Lieferfahrer m/w/d gesucht - Entsorgung / Recycling,Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,14.0,,,10587,Berlin,,2026-07-08,2026-07-10,7,False
12016-10004593604-S,Auslieferungsfahrer (m/w/d) zur Festanstellung gesucht,Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10557,Berlin,,2026-06-02,2026-06-05,5,False
10001-1003230705-S,LKW-Fahrer/in (m/w/d) mit C/CE im Nahverkehr in 15366 Neuenhagen ID111,Berufskraftfahrer/in,AMBAU Personalservice GmbH,True,STUNDENLOHN,16.5,,,15366,Neuenhagen bei Berlin,,2026-06-16,2026-06-18,18,
10001-1000220016-S,Kurierfahrer gesucht,"Fachkraft - Kurier-, Express- und Postdienstleistungen",Manuel Vorpagel Logistics Manuel Vorpagel Logistics,True,KEINE_ANGABEN,,,,15345,Altlandsberg,Waldweg,2024-05-15,2025-03-11,20,
10001-1002404509-S,Staplerfahrer / Gabelstaplerfahrer (m/w/d),Gabelstaplerfahrer/in,RIW Personalservice GmbH (NL Ludwigsfelde),True,STUNDENLOHN,,16.0,18.0,,Großbeeren,,2026-01-13,2026-07-03,18,True
14340-469059153-S,Postbote für Pakete und Briefe in Birkenwerder (m/w/d),Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),Deutsche Post AG Zentrale,True,KEINE_ANGABEN,,,,16547,Birkenwerder,,2026-07-06,2026-07-13,23,False
14340-469059150-S,Postbote für Pakete und Briefe in Birkenwerder (m/w/d),Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),Deutsche Post AG Zentrale,True,KEINE_ANGABEN,,,,16547,Birkenwerder,,2026-07-06,2026-07-13,23,False
10001-1002592310-S,Verstärkung für unser nettes Team gesucht!,Berufskraftfahrer/in,Hirte Thoralf,True,KEINE_ANGABEN,,,,,Hoppegarten (Mark),,2026-02-12,2026-07-17,15,True
14340-469061349-S,Paketzusteller (m/w/d) in Rüdersdorf,"Helfer/in - Kurier-, Zustell- und Postdienstleistungen",Deutsche Post AG Zentrale,True,KEINE_ANGABEN,,,,15562,Rüdersdorf bei Berlin,Ernst-Thälmann-Straße 10,2026-07-06,2026-07-20,24,False
10001-1003176824-S,Lkw-Fahrer/in (m/w/d),"Zugmaschinen-, Sonderfahrzeugführer/in",PEBA Prüfinstitut für Baustoffe GmbH,True,KEINE_ANGABEN,,,,12437,Berlin,Köpenicker Landstr.,2026-06-04,2026-07-16,7,True
14340-469059770-S,Rangierer  (m/w/d),"Helfer/in - Kurier-, Zustell- und Postdienstleistungen",Deutsche Post AG Zentrale,True,KEINE_ANGABEN,,,,14974,Ludwigsfelde,An der Eichspitze 3,2026-07-06,2026-07-07,23,False
12016-10004783705-S,Kraftfahrzeugführer/innen für Entsorgungstätigkeiten in V,Kraftfahrzeugführer/in - Ver- und Entsorgung,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-03,2026-07-04,7,False
10001-1003271651-S,Pannendienstfahrer/in (m/w/d),Pannendienstfahrer/in,Marko Naujock Abschlepp- und Pannendienst,True,JAHRESGEHALT,,38400.0,45600.0,12683,Berlin,Alt-Biesdorf,2026-06-23,2026-07-15,9,True
